,Air measurement,Tree number_x,Air-tree ID,Distance_to_tree,objectid,lat,lon,Tree_within_d_(default: 20m),borough,gla_tree_group,tree_name,taxon_name,age,age_group,spread_m,height_m,diameter_at_breast_height_cm,gdb_geomattr_data,load_date,updated
141,581,92,581_92,3.4202722444623617,77968,51.45928419381397,-0.0122920051216947,True,Lewisham,Plane,London Plane,Platanus occidentalis x orientalis = P. x hispanica,Semi  Mature,Early Mature(16-30),11.6,10.9,29.0,,20201127,20210218
148,588,322,588_322,4.561153918232937,275470,51.459312096238094,-0.0123483017086895,True,Lewisham,Plane,Plane,Platanus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
145,589,323,589_323,4.245465712052661,275471,51.45926599949605,-0.0122784003615039,True,Lewisham,Plane,Plane,Platanus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
142,589,92,589_92,2.6484188145291707,77968,51.45928419381397,-0.0122920051216947,True,Lewisham,Plane,London Plane,Platanus occidentalis x orientalis = P. x hispanica,Semi  Mature,Early Mature(16-30),11.6,10.9,29.0,,20201127,20210218
143,590,92,590_92,4.03048195325827,77968,51.45928419381397,-0.0122920051216947,True,Lewisham,Plane,London Plane,Platanus occidentalis x orientalis = P. x hispanica,Semi  Mature,Early Mature(16-30),11.6,10.9,29.0,,20201127,20210218
146,590,323,590_323,2.6373197138384694,275471,51.45926599949605,-0.0122784003615039,True,Lewisham,Plane,Plane,Platanus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
147,591,323,591_323,4.675712772848008,275471,51.45926599949605,-0.0122784003615039,True,Lewisham,Plane,Plane,Platanus,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
149,655,220,655_220,4.465389995492073,265639,51.460597194731335,-0.0128251016138681,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
150,656,220,656_220,1.6675642724363597,265639,51.460597194731335,-0.0128251016138681,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
151,657,220,657_220,2.7957680223259733,265639,51.460597194731335,-0.0128251016138681,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
152,657,53,657_53,4.410275010657808,74664,51.46063389629135,-0.0128667056560492,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),7.4,8.8,26.0,,20201127,20210218
154,657,219,657_219,4.96723349653927,265638,51.46066039800647,-0.0128368064761173,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
155,658,219,658_219,2.1845367614840723,265638,51.46066039800647,-0.0128368064761173,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
153,658,53,658_53,4.270471311118713,74664,51.46063389629135,-0.0128667056560492,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),7.4,8.8,26.0,,20201127,20210218
157,658,55,658_55,4.409365493490437,74667,51.46066979318875,-0.012865200638778,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),7.4,8.8,22.0,,20201127,20210218
158,659,55,659_55,3.7285897243183532,74667,51.46066979318875,-0.012865200638778,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),7.4,8.8,22.0,,20201127,20210218
156,659,219,659_219,2.6566195742232104,265638,51.46066039800647,-0.0128368064761173,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
159,660,57,660_57,4.4704805316690415,74671,51.46085979789509,-0.0129289031028628,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),7.6,8.8,20.0,,20201127,20210218
162,660,217,660_217,2.3735241225183,265636,51.46086829900745,-0.0128997042774311,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
167,661,218,661_218,3.79028730324097,265637,51.46072369813928,-0.0128628015517947,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
165,661,82,661_82,4.3431548896673435,77831,51.46070599555978,-0.0128780007360974,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),7.4,8.8,20.0,,20201127,20210218
166,662,82,662_82,4.923182425093158,77831,51.46070599555978,-0.0128780007360974,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),7.4,8.8,20.0,,20201127,20210218
168,662,218,662_218,3.301071950404226,265637,51.46072369813928,-0.0128628015517947,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
169,663,218,663_218,4.187146361970837,265637,51.46072369813928,-0.0128628015517947,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
160,667,57,667_57,4.833284015411938,74671,51.46085979789509,-0.0129289031028628,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),7.6,8.8,20.0,,20201127,20210218
163,667,217,667_217,3.4061946132741845,265636,51.46086829900745,-0.0128997042774311,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
161,668,57,668_57,4.668848282854659,74671,51.46085979789509,-0.0129289031028628,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),7.6,8.8,20.0,,20201127,20210218
164,668,217,668_217,2.4843139239165377,265636,51.46086829900745,-0.0128997042774311,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
170,669,383,669_383,3.3751172078980107,279039,51.46093159914017,-0.0129258036612789,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
173,670,83,670_83,4.502983089844297,77832,51.460968099534576,-0.0129530057310459,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),7.5,7.7,26.0,,20201127,20210218
171,670,383,670_383,2.205958615156969,279039,51.46093159914017,-0.0129258036612789,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
172,671,383,671_383,4.230046732328266,279039,51.46093159914017,-0.0129258036612789,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
174,671,83,671_83,3.100963032891189,77832,51.460968099534576,-0.0129530057310459,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),7.5,7.7,26.0,,20201127,20210218
175,672,83,672_83,3.717083963409513,77832,51.460968099534576,-0.0129530057310459,True,Lewisham,Maple,Norway Maple,Acer platanoides,Semi  Mature,Early Mature(16-30),7.5,7.7,26.0,,20201127,20210218
176,672,382,672_382,3.382607248696388,279038,51.46101299673317,-0.0129510015249338,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
177,673,382,673_382,1.9702262095304544,279038,51.46101299673317,-0.0129510015249338,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
178,674,382,674_382,3.5716058911389865,279038,51.46101299673317,-0.0129510015249338,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
179,700,42,700_42,3.662579976973532,57985,51.46184149384503,-0.0130158066749378,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),8.5,10.6,25.0,,20201127,20210218
183,701,381,701_381,4.171041510790131,279037,51.46186839789166,-0.0130146071314628,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
180,701,42,701_42,1.751223172485801,57985,51.46184149384503,-0.0130158066749378,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),8.5,10.6,25.0,,20201127,20210218
181,702,42,702_42,2.487000574878409,57985,51.46184149384503,-0.0130158066749378,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),8.5,10.6,25.0,,20201127,20210218
184,702,381,702_381,2.03737336428556,279037,51.46186839789166,-0.0130146071314628,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
182,703,42,703_42,4.9273547032121146,57985,51.46184149384503,-0.0130158066749378,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),8.5,10.6,25.0,,20201127,20210218
185,703,381,703_381,2.424759037766693,279037,51.46186839789166,-0.0130146071314628,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
186,704,45,704_45,4.44885783598031,58019,51.461931295692914,-0.0130119025706833,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),8.8,10.6,27.5,,20201127,20210218
189,704,380,704_380,4.67663929105575,279036,51.46194899827248,-0.0129967033863136,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),,,,,20201127,20210218
187,705,45,705_45,1.6631195414380433,58019,51.461931295692914,-0.0130119025706833,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),8.8,10.6,27.5,,20201127,20210218
190,705,380,705_380,1.0680516477936537,279036,51.46194899827248,-0.0129967033863136,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),,,,,20201127,20210218
191,706,380,706_380,2.190531826011426,279036,51.46194899827248,-0.0129967033863136,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),,,,,20201127,20210218
188,706,45,706_45,4.334484089671631,58019,51.461931295692914,-0.0130119025706833,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),8.8,10.6,27.5,,20201127,20210218
193,707,43,707_43,4.379183396791901,57987,51.46201199293136,-0.0129940062760818,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),9.3,10.6,29.5,,20201127,20210218
192,707,380,707_380,4.876815337784911,279036,51.46194899827248,-0.0129967033863136,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),,,,,20201127,20210218
195,708,379,708_379,3.6283617267808355,279035,51.46202969551082,-0.0129789039492679,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),,,,,20201127,20210218
194,708,43,708_43,4.184276121141666,57987,51.46201199293136,-0.0129940062760818,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),9.3,10.6,29.5,,20201127,20210218
196,709,379,709_379,4.530178302018163,279035,51.46202969551082,-0.0129789039492679,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),,,,,20201127,20210218
202,712,377,712_377,2.8822306909709123,279033,51.46233159303669,-0.0127498060464531,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
199,712,376,712_376,4.402440582098223,279032,51.46239469945437,-0.0127614066004315,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
197,712,44,712_44,4.817666387684875,57989,51.462341494858194,-0.0128068998456042,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),9.2,13.4,33.0,,20201127,20210218
206,714,39,714_39,2.791911625969767,57981,51.46257419884222,-0.0127392038702904,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Young,Young(0-15),3.8,5.8,11.0,,20201127,20210218
212,716,404,716_404,2.1869784447179237,641286,51.462249293923335,-0.0128475055098693,True,TFL,Maple,Silver Maple,Acer saccharinum,,Unknown,,,,,20180214,20210218
210,716,40,716_40,3.2423990257238606,57982,51.462233699858345,-0.0128116011619147,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),11.6,13.7,38.0,,20201127,20210218
211,717,40,717_40,4.132786648531469,57982,51.462233699858345,-0.0128116011619147,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),11.6,13.7,38.0,,20201127,20210218
213,717,404,717_404,1.4610117093472696,641286,51.462249293923335,-0.0128475055098693,True,TFL,Maple,Silver Maple,Acer saccharinum,,Unknown,,,,,20180214,20210218
214,718,378,718_378,4.1535391073532,279034,51.46226839721206,-0.0127381011843378,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),,,,,20201127,20210218
215,719,378,719_378,3.9844999813765614,279034,51.46226839721206,-0.0127381011843378,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),,,,,20201127,20210218
203,719,377,719_377,3.7855806007681774,279033,51.46233159303669,-0.0127498060464531,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
204,720,377,720_377,0.33217192490574754,279033,51.46233159303669,-0.0127498060464531,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
198,720,44,720_44,4.408394007674519,57989,51.462341494858194,-0.0128068998456042,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),9.2,13.4,33.0,,20201127,20210218
205,721,377,721_377,4.653262099062335,279033,51.46233159303669,-0.0127498060464531,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
200,721,376,721_376,3.002126894285737,279032,51.46239469945437,-0.0127614066004315,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
201,722,376,722_376,2.228239369200855,279032,51.46239469945437,-0.0127614066004315,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
207,727,39,727_39,4.47902502499883,57981,51.46257419884222,-0.0127392038702904,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Young,Young(0-15),3.8,5.8,11.0,,20201127,20210218
208,728,39,728_39,0.8967586956460749,57981,51.46257419884222,-0.0127392038702904,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Young,Young(0-15),3.8,5.8,11.0,,20201127,20210218
209,729,39,729_39,2.6171069327657897,57981,51.46257419884222,-0.0127392038702904,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Young,Young(0-15),3.8,5.8,11.0,,20201127,20210218
216,729,38,729_38,4.815969594117028,57980,51.46263659745465,-0.0127077028155315,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),9.8,9.7,34.5,,20201127,20210218
217,730,38,730_38,2.2237946781028444,57980,51.46263659745465,-0.0127077028155315,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),9.8,9.7,34.5,,20201127,20210218
218,731,38,731_38,0.5648729051574763,57980,51.46263659745465,-0.0127077028155315,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),9.8,9.7,34.5,,20201127,20210218
219,732,38,732_38,2.5685317139863533,57980,51.46263659745465,-0.0127077028155315,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),9.8,9.7,34.5,,20201127,20210218
220,732,375,732_375,3.3963530699991913,279031,51.46268079429869,-0.0126626044510961,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
221,733,375,733_375,1.6904188628330377,279031,51.46268079429869,-0.0126626044510961,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
223,733,37,733_37,2.375256097973098,57979,51.46270799636851,-0.012675806879868,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),11.2,9.7,30.5,,20201127,20210218
226,734,374,734_374,4.182230214108459,279030,51.462743192911184,-0.0126311033963038,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
222,734,375,734_375,4.013269768029765,279031,51.46268079429869,-0.0126626044510961,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
224,734,37,734_37,0.9369891684335822,57979,51.46270799636851,-0.012675806879868,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),11.2,9.7,30.5,,20201127,20210218
227,735,374,735_374,2.4916166473855617,279030,51.462743192911184,-0.0126311033963038,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
229,735,36,735_36,3.0965521097740814,57978,51.46277039498101,-0.012644305825243,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),13.1,9.9,32.0,,20201127,20210218
225,735,37,735_37,4.31305496219881,57979,51.46270799636851,-0.012675806879868,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),11.2,9.7,30.5,,20201127,20210218
228,736,374,736_374,4.646119842278607,279030,51.462743192911184,-0.0126311033963038,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
230,736,36,736_36,1.9164205988879552,57978,51.46277039498101,-0.012644305825243,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),13.1,9.9,32.0,,20201127,20210218
231,737,36,737_36,4.539439620457254,57978,51.46277039498101,-0.012644305825243,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Mature,Mature(31-80),13.1,9.9,32.0,,20201127,20210218
232,737,78,737_78,4.010333101094021,77810,51.46284160017968,-0.0125981047749219,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Young,Young(0-15),3.7,4.7,8.0,,20201127,20210218
235,738,410,738_410,3.5924720766907674,641294,51.46285809576517,-0.0126353055238068,True,TFL,Maple,Silver Maple,Acer saccharinum,,Unknown,,,,,20180214,20210218
233,738,78,738_78,0.44638695171001863,77810,51.46284160017968,-0.0125981047749219,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Young,Young(0-15),3.7,4.7,8.0,,20201127,20210218
234,739,78,739_78,3.6207854820291283,77810,51.46284160017968,-0.0125981047749219,True,Lewisham,Maple,Silver Maple,Acer saccharinum,1  Young,Young(0-15),3.7,4.7,8.0,,20201127,20210218
236,739,410,739_410,4.769331336943317,641294,51.46285809576517,-0.0126353055238068,True,TFL,Maple,Silver Maple,Acer saccharinum,,Unknown,,,,,20180214,20210218
237,740,314,740_314,4.459451801991717,274638,51.46293049305694,-0.0125366002320608,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
238,741,314,741_314,1.3325732762317652,274638,51.46293049305694,-0.0125366002320608,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
240,741,35,741_35,2.7076855688793326,57976,51.4629396945239,-0.0125505998730559,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),11.6,10.2,30.0,,20201127,20210218
239,742,314,742_314,4.827678560698175,274638,51.46293049305694,-0.0125366002320608,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
241,742,313,742_313,3.400408452571289,274637,51.46298389881848,-0.0125055015086205,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
242,752,50,752_50,4.9173142426809875,65425,51.46321969479323,-0.0120921060442781,True,Lewisham,Plane,London Plane,Platanus occidentalis x orientalis = P. x hispanica,1  Young,Young(0-15),1.5,5.0,20.0,,20201127,20210218
243,753,50,753_50,2.4317225890434533,65425,51.46321969479323,-0.0120921060442781,True,Lewisham,Plane,London Plane,Platanus occidentalis x orientalis = P. x hispanica,1  Young,Young(0-15),1.5,5.0,20.0,,20201127,20210218
245,754,47,754_47,4.7390930904377875,65407,51.46323939412837,-0.0121921002864402,True,Lewisham,Plane,London Plane,Platanus occidentalis x orientalis = P. x hispanica,1  Young,Young(0-15),1.5,5.0,20.0,,20201127,20210218
244,754,50,754_50,2.8817576409261783,65425,51.46321969479323,-0.0120921060442781,True,Lewisham,Plane,London Plane,Platanus occidentalis x orientalis = P. x hispanica,1  Young,Young(0-15),1.5,5.0,20.0,,20201127,20210218
246,755,46,755_46,4.529107918081665,65405,51.46326410025369,-0.0120614022016422,True,Lewisham,Plane,London Plane,Platanus occidentalis x orientalis = P. x hispanica,1  Young,Young(0-15),1.5,5.0,20.0,,20201127,20210218
247,757,309,757_309,3.3408272442358387,274633,51.46332999318848,-0.0122313052415042,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
248,758,309,758_309,3.290067093361877,274633,51.46332999318848,-0.0122313052415042,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
249,759,309,759_309,4.117797923164948,274633,51.46332999318848,-0.0122313052415042,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
250,763,387,763_387,4.345552358087755,279044,51.46345849335192,-0.0123841017484402,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
16,764,392,764_392,3.9937669564950857,279049,51.463550493121126,-0.0125097036361235,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
251,766,308,766_308,3.7780067037422316,274632,51.46344679594034,-0.0122262015937747,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
252,767,308,767_308,0.828251313647848,274632,51.46344679594034,-0.0122262015937747,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
253,768,308,768_308,3.4401345039315494,274632,51.46344679594034,-0.0122262015937747,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
254,768,307,768_307,4.989422951593176,274631,51.46350919455285,-0.0121947005390159,True,Lewisham,Lime,Linden,Tilia,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
255,768,413,768_413,4.183183578478174,641297,51.4635133966804,-0.0122469067573262,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
256,769,413,769_413,2.0185119851753854,641297,51.4635133966804,-0.0122469067573262,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
257,770,413,770_413,4.138002567811896,641297,51.4635133966804,-0.0122469067573262,True,TFL,Lime,Lime,Tilia platyphyllos x cordata = T. x europaea,,Unknown,,,,,20180214,20210218
17,779,392,779_392,4.285324654203966,279049,51.463550493121126,-0.0125097036361235,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
18,780,392,780_392,3.0070057955838814,279049,51.463550493121126,-0.0125097036361235,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
19,781,392,781_392,3.6404126701974944,279049,51.463550493121126,-0.0125097036361235,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
20,782,392,782_392,4.82545656117745,279049,51.463550493121126,-0.0125097036361235,True,Lewisham,Maple,Silver Maple,Acer saccharinum,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
258,825,337,825_337,2.2218982335062427,276555,51.464348196983416,-0.013943500816793,True,Lewisham,Beech,Beech,Fagus sylvatica,1  Mature,Mature(31-80),,,,,20201127,20210218
259,826,337,826_337,1.368077896186155,276555,51.464348196983416,-0.013943500816793,True,Lewisham,Beech,Beech,Fagus sylvatica,1  Mature,Mature(31-80),,,,,20201127,20210218
260,826,146,826_146,3.7620555933110595,256410,51.46433099359269,-0.0139874070882008,True,Lewisham,Pear,A Flowering Plant,Amelanchier,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
261,827,146,827_146,4.34960998001515,256410,51.46433099359269,-0.0139874070882008,True,Lewisham,Pear,A Flowering Plant,Amelanchier,Semi  Mature,Early Mature(16-30),,,,,20201127,20210218
262,827,190,827_190,1.628854616916503,262129,51.4643586948514,-0.0140294060110523,True,Lewisham,Sycamore,Sycamore,Acer pseudoplatanus,1  Mature,Mature(31-80),,,,,20201127,20210218
263,828,190,828_190,3.211438278381773,262129,51.4643586948514,-0.0140294060110523,True,Lewisham,Sycamore,Sycamore,Acer pseudoplatanus,1  Mature,Mature(31-80),,,,,20201127,20210218
264,828,16,828_16,4.508894999654357,271266,51.46436939388524,-0.0141298025845999,True,Lewisham,Other,Juneberry,,1  Young,Young(0-15),,,,,20201127,20210218
265,829,16,829_16,2.9997794617992555,271266,51.46436939388524,-0.0141298025845999,True,Lewisham,Other,Juneberry,,1  Young,Young(0-15),,,,,20201127,20210218
267,830,207,830_207,2.081149155705409,264782,51.464379094541165,-0.014172501862052,True,Lewisham,Willow,Willow,Salix,1  Mature,Mature(31-80),,,,,20201127,20210218
266,830,16,830_16,2.284744182323503,271266,51.46436939388524,-0.0141298025845999,True,Lewisham,Other,Juneberry,,1  Young,Young(0-15),,,,,20201127,20210218
268,831,207,831_207,4.893284574702848,264782,51.464379094541165,-0.014172501862052,True,Lewisham,Willow,Willow,Salix,1  Mature,Mature(31-80),,,,,20201127,20210218
